City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,sorong,-0.8833,131.25,302.47,72,11,4.06,ID,1684027913
293,suva,-18.1416,178.4415,298.86,78,75,4.63,FJ,1684027914
294,acarau,-2.8856,-40.12,299.26,85,45,4.14,BR,1684027914
295,karratha,-20.7377,116.8463,299.86,28,100,7.31,AU,1684027914
296,san andres,12.5847,-81.7006,302.16,70,40,5.14,CO,1684027683
297,dunedin,-45.8742,170.5036,284.85,79,77,1.87,NZ,1684027835
298,rio grande,-32.035,-52.0986,288.87,82,71,5.17,BR,1684027918
299,kalol,22.6,73.45,301.84,42,0,3.01,IN,1684027918
300,el kef,36.1742,8.7049,286.0,89,100,2.98,TN,1684027919
301,westport,41.1415,-73.3579,295.25,39,0,3.09,US,1684027919
302,guarapari,-20.6667,-40.4975,295.31,85,100,3.74,BR,1684027919
303,achikulak,44.5517,44.8378,284.24,84,100,1.08,RU,1684027920
304,vyksa,55.3175,42.1744,279.82,98,10,2.9,RU,1684027920
305,douglas,41.3,-96.167,298.64,56,75,2.57,US,1684027883
306,sultanah,24.4926,39.5857,302.4,13,0,1.54,SA,1684027921
307,chibougamau,49.9168,-74.3659,276.94,75,100,5.14,CA,1684027848
308,lazaro cardenas,17.9583,-102.2,300.29,64,0,3.87,MX,1684027922
309,kone,-21.0595,164.8658,298.42,65,99,4.19,NC,1684027922
310,balcesti,44.6167,23.95,284.88,69,100,4.14,RO,1684027923
311,kolonia town,6.964,158.206,305.15,70,100,3.6,FM,1684027924
312,sola,-13.8833,167.55,298.6,86,100,9.81,VU,1684027925
313,chlef,36.1652,1.3345,288.33,67,0,3.09,DZ,1684027925
314,carloforte,39.145,8.3058,288.96,78,7,6.29,IT,1684027926
315,yung shue wan,22.2333,114.1167,295.69,89,100,4.74,HK,1684027926
316,along,28.1667,94.7667,295.1,61,100,0.84,IN,1684027722
317,kourou,5.1552,-52.6478,297.18,92,100,2.62,GF,1684027927
318,miyako,39.6367,141.9525,289.08,74,100,6.5,JP,1684027928
319,smithers,54.7804,-127.1743,295.33,35,75,2.57,CA,1684027929
320,mossel bay,-34.1831,22.146,286.11,73,100,7.93,ZA,1684027929
321,port lincoln,-34.7333,135.8667,292.05,40,100,2.37,AU,1684027930
322,codrington,-38.2667,141.9667,290.52,49,20,3.61,AU,1684027930
323,okhotsk,59.3833,143.3,278.87,62,26,3.81,RU,1684027931
324,neiafu,-18.65,-173.9833,299.53,83,75,5.14,TO,1684027931
325,lubao,14.9167,120.55,304.99,67,79,1.95,PH,1684027932
326,benguela,-12.5763,13.4055,296.33,86,100,1.3,AO,1684027932
327,puquio,-14.7,-74.1333,284.25,77,67,1.14,PE,1684027933
328,sarkisla,39.3519,36.4098,279.89,91,3,1.3,TR,1684027933
329,port mathurin,-19.6833,63.4167,298.69,74,4,6.76,MU,1684027934
330,hanzhong,33.0728,107.0303,295.78,58,0,0.13,CN,1684027935
331,baruun-urt,46.6806,113.2792,284.88,43,57,1.55,MN,1684027935
332,qaqortoq,60.7167,-46.0333,273.76,85,100,1.17,GL,1684027936
333,luziania,-16.2525,-47.9503,292.98,59,5,1.03,BR,1684027937
334,papar,5.7333,115.9333,302.15,84,97,2.68,MY,1684027937
335,naantali,60.4674,22.0243,281.4,80,0,1.03,FI,1684027938
336,lungani,47.1833,27.15,284.09,85,8,0.85,RO,1684027938
337,visby,57.6409,18.296,282.49,57,0,3.6,SE,1684027939
338,vadso,70.0744,29.7487,281.64,65,99,4.12,NO,1684027941
339,mont-dore,-22.2833,166.5833,298.71,99,100,6.45,NC,1684027942
340,selfoss,63.9331,-20.9971,278.17,96,100,10.83,IS,1684027943
341,sibut,5.718,19.0739,296.07,87,80,1.55,CF,1684027944
342,sault ste. marie,46.5168,-84.3333,291.31,39,0,4.12,CA,1684027817
343,kielce,50.8703,20.6275,280.94,1,55,2.35,PL,1684027945
344,kavieng,-2.5744,150.7967,301.6,76,100,0.77,PG,1684027945
345,praia,14.9215,-23.5087,296.45,78,75,4.63,CV,1684027946
346,hilo,19.7297,-155.09,301.08,75,75,4.63,US,1684027946
347,hiriyur,13.9456,76.6192,298.51,68,91,6.98,IN,1684027947
348,reedsburg,43.5325,-90.0026,294.77,61,40,5.14,US,1684027948
349,aripuana,-9.1667,-60.6333,297.81,84,90,0.69,BR,1684027948
350,fleurance,43.8482,0.663,285.7,99,66,4.41,FR,1684027949
351,rongelap,11.1635,166.8941,301.0,79,31,6.56,MH,1684027949
352,coari,-4.085,-63.1414,297.7,89,48,1.08,BR,1684027950
353,ca mau,9.1769,105.15,305.21,60,17,2.57,VN,1684027951
354,ust'-uda,54.1742,103.0304,276.95,30,56,6.08,RU,1684027951
355,tukrah,32.5341,20.5791,296.34,37,100,9.98,LY,1684027952
356,hassi messaoud,31.6804,6.0729,299.07,29,98,7.2,DZ,1684027952
357,chinde,26.8418,88.0763,297.46,34,43,1.89,NP,1684027953
358,boromo,11.75,-2.9333,304.3,43,98,2.56,BF,1684027953
359,pemangkat,1.1667,108.9667,301.97,73,90,1.55,ID,1684027953
360,changyon,38.2508,125.0961,293.13,60,10,3.67,KP,1684027954
361,prince rupert,54.3161,-130.3201,287.2,94,100,4.12,CA,1684027954
362,verkhnevilyuysk,63.4453,120.3167,281.26,56,100,3.54,RU,1684027955
363,solwezi,-12.1688,26.3894,286.05,67,32,0.94,ZM,1684027955
364,kyshtovka,56.555,76.6271,278.83,36,100,4.2,RU,1684027955
365,pacific grove,36.6177,-121.9166,298.92,83,0,2.57,US,1684027702
366,satka,55.0425,59.04,278.38,85,99,1.64,RU,1684027956
367,leava,-14.3,-178.1667,301.32,75,0,5.31,WF,1684027957
368,santiago de cao,-7.9589,-79.2392,296.22,83,100,3.09,PE,1684027957
369,arar,30.9753,41.0381,294.16,35,0,5.14,SA,1684027957
370,marine corps base hawaii - mcbh,21.4453,-157.7513,301.13,66,75,2.57,US,1684027958
371,moanda,-1.5575,13.2178,295.7,92,86,0.82,GA,1684027958
372,alaghsas,17.0187,8.0168,302.4,17,95,3.02,NE,1684027959
373,geraldton,-28.7667,114.6,290.38,72,0,5.14,AU,1684027959
374,saint-philippe,-21.3585,55.7679,296.92,82,40,2.45,RE,1684027959
375,omagh,54.6,-7.3,282.5,92,100,1.87,GB,1684027791
376,monteagudo,-19.8167,-63.9833,286.7,90,8,1.04,BO,1684027960
377,bel ombre,-4.6167,55.4167,301.06,83,40,2.57,SC,1684027961
378,camana,-16.6228,-72.7111,292.89,87,42,1.07,PE,1684027961
379,quellon,-43.1167,-73.6167,288.29,94,100,3.09,CL,1684027962
380,poxoreo,-15.8372,-54.3892,295.98,74,86,0.63,BR,1684027962
381,victorica,-36.2151,-65.4359,290.99,50,100,4.23,AR,1684027963
382,huarmey,-10.0681,-78.1522,295.32,81,0,3.11,PE,1684027963
383,marksville,31.128,-92.0662,299.29,73,64,3.02,US,1684027964
384,tabas,33.5959,56.9244,299.56,17,11,1.41,IR,1684027964
385,salekhard,66.53,66.6019,267.27,92,97,2.55,RU,1684027964
386,suruc,36.9761,38.425,289.43,68,0,6.18,TR,1684027965
387,lomo de arico,28.1667,-16.4833,291.24,62,0,6.69,ES,1684027965
388,wangjing,24.6,94.0333,292.14,92,100,1.9,IN,1684027966
389,patterson,37.4716,-121.1297,307.01,33,0,2.49,US,1684027863
390,cruzeiro do sul,-29.5128,-51.9853,286.77,89,6,1.64,BR,1684027967
391,walvis bay,-22.9575,14.5053,285.98,93,1,3.09,NA,1684027967
392,stornoway,58.2093,-6.3865,284.13,87,100,6.69,GB,1684027967
393,fort mcmurray,56.7268,-111.381,300.92,22,0,4.63,CA,1684027824
394,izamal,20.9333,-89.0167,302.08,47,5,4.9,MX,1684027837
395,la passe,45.5549,-0.8967,287.03,91,1,4.27,FR,1684027968
396,lebu,-37.6167,-73.65,285.02,92,100,3.5,CL,1684027969
397,rundu,-17.9333,19.7667,287.94,45,11,1.78,NA,1684027969
398,jinghong,21.991,100.7341,292.17,98,100,1.17,CN,1684027970
399,peace river,56.2501,-117.286,302.32,18,100,4.63,CA,1684027734
400,juan griego,11.0817,-63.9655,300.22,89,100,10.29,VE,1684027970
401,kakata,6.53,-10.3517,297.64,97,100,0.74,LR,1684027971
402,anar darah,32.7587,61.654,296.07,23,0,3.15,AF,1684027971
403,itupiranga,-5.1347,-49.3267,298.33,96,7,0.7,BR,1684027972
404,benghazi,32.1167,20.0667,296.52,39,98,8.82,LY,1684027972
405,linghai,41.1653,121.3667,292.73,54,0,7.6,CN,1684027973
406,ludington,43.9553,-86.4526,291.25,58,0,2.06,US,1684027973
407,faya-largeau,17.9257,19.1043,304.84,14,94,6.93,TD,1684027973
408,alice springs,-23.7,133.8833,293.9,30,75,5.66,AU,1684027974
409,sihanoukville,10.6093,103.5296,303.12,79,40,1.54,KH,1684027974
410,taroa,8.7058,171.2275,301.12,82,100,8.3,MH,1684027975
411,martuk,50.7475,56.5056,283.74,78,53,2.07,KZ,1684027975
412,kampong chhnang,12.1667,104.55,304.97,52,100,2.43,KH,1684027975
413,badger,64.8,-147.5333,292.59,30,20,6.69,US,1684027976
414,akjoujt,19.6969,-14.4164,304.75,18,72,7.6,MR,1684027976
415,kapa'a,22.0752,-159.319,301.14,79,100,7.2,US,1684027976
416,san patricio,28.017,-97.5169,298.08,84,97,3.07,US,1684027977
417,twon-brass,4.3151,6.2418,301.71,77,100,4.75,NG,1684027977
418,bereznik,62.8551,42.7072,276.66,84,7,0.7,RU,1684027978
419,ciudad lazaro cardenas,17.9583,-102.2,300.29,64,0,3.87,MX,1684027922
420,progreso,21.2833,-89.6667,307.21,48,32,6.39,MX,1684027978
421,broome,42.2506,-75.833,287.48,63,77,1.97,US,1684027979
422,touros,-5.1989,-35.4608,299.89,82,93,4.57,BR,1684027979
423,tadine,-21.55,167.8833,297.87,62,100,8.54,NC,1684027980
424,baran',54.4764,30.3181,282.45,68,12,2.52,BY,1684027980
425,san antonio de pale,-1.4014,5.6325,300.88,81,74,4.8,GQ,1684027980
426,fuling,29.7022,107.3919,296.92,64,100,0.03,CN,1684027981
427,puerto deseado,-47.7503,-65.8938,283.57,61,32,7.02,AR,1684027981
428,tobelo,1.7284,128.0095,302.84,71,16,1.75,ID,1684027982
429,novaya igirma,57.1334,103.9112,275.34,43,92,4.97,RU,1684027982
430,argostolion,38.1811,20.489,291.29,71,100,4.71,GR,1684027984
431,kill devil hills,36.0307,-75.676,295.36,77,40,7.72,US,1684027984
432,nuuk,64.1835,-51.7216,272.49,80,100,3.09,GL,1684027986
433,capo d'orlando,38.1435,14.7305,293.38,71,97,2.21,IT,1684027986
434,brak,27.5496,14.2714,297.37,22,0,5.14,LY,1684027987
435,ekibastuz,51.6667,75.3667,286.93,47,13,8.56,KZ,1684027987
436,fortuna,40.5982,-124.1573,291.44,86,20,4.12,US,1684027988
437,rouached,36.4577,6.0427,283.65,96,94,1.61,DZ,1684027989
438,brownwood,31.7093,-98.9912,295.15,78,75,2.06,US,1684027989
439,puerto esperanza,-26.0152,-54.6731,286.17,82,1,0.64,AR,1684027990
440,usinsk,65.9939,57.5281,270.5,81,100,2.58,RU,1684027990
441,thunder bay,48.4001,-89.3168,286.14,41,75,5.14,CA,1684027696
442,adel,31.1371,-83.4235,297.54,92,35,0.45,US,1684027991
443,kodinsk,58.6881,99.1844,274.97,41,75,4.44,RU,1684027992
444,pagar alam,-4.0167,103.2667,300.24,65,67,1.2,ID,1684027992
445,nema,57.5067,50.5011,280.9,87,100,4.26,RU,1684027993
446,middelburg,-25.7751,29.4648,285.82,77,3,2.14,ZA,1684027993
447,cuxhaven,53.8718,8.6909,283.69,80,100,3.18,DE,1684027994
448,elverum,60.8819,11.5623,279.39,97,51,1.12,NO,1684027995
449,lusambo,-4.9667,23.45,294.68,94,58,0.73,CD,1684027995
450,carnaiba,-8.7,-37.6667,296.69,86,84,1.45,BR,1684027996
451,morant bay,17.8815,-76.4093,301.94,83,100,3.81,JM,1684027996
452,makushino,55.2103,67.2442,279.05,66,94,3.66,RU,1684027997
453,coquimbo,-29.9533,-71.3436,286.0,87,0,1.54,CL,1684027727
454,arapgir,39.0412,38.4952,281.38,84,1,4.14,TR,1684027998
455,agapovka,53.2973,59.1348,279.23,75,6,0.71,RU,1684027998
456,kalaleh,37.3807,55.4916,297.59,44,100,1.31,IR,1684027998
457,kotabumi,-4.8333,104.9,302.04,77,68,1.68,ID,1684027999
458,lihue,21.9789,-159.3672,300.73,79,100,7.2,US,1684027999
459,sirjan,29.452,55.6814,292.73,22,14,1.72,IR,1684028000
460,arfoud,31.4348,-4.2375,291.1,40,15,10.99,MA,1684028000
461,al hudaydah,14.7978,42.9545,302.97,79,1,2.97,YE,1684028001
462,howard springs,-12.497,131.047,303.08,56,37,3.03,AU,1684028001
463,villa yapacani,-17.4,-63.8333,292.09,86,100,1.36,BO,1684028002
464,ivdel',60.6911,60.4206,279.49,76,99,3.96,RU,1684028003
465,puerto aysen,-45.4,-72.7,285.2,99,100,1.74,CL,1684028003
466,aktau,43.65,51.2,287.47,55,100,9.56,KZ,1684028004
467,port-gentil,-0.7193,8.7815,300.83,81,100,3.78,GA,1684028004
468,labrador city,52.9463,-66.9114,272.1,93,100,7.2,CA,1684028005
469,motueka,-41.1333,173.0167,288.76,65,58,0.61,NZ,1684028006
470,petropavl,54.8753,69.1628,277.14,93,100,4.0,KZ,1684028006
471,itarare,-24.1125,-49.3317,283.99,89,0,1.22,BR,1684028007
472,alesund,62.4723,6.1549,283.57,97,100,2.57,NO,1684028008
473,ulladulla,-35.35,150.4667,291.35,63,12,1.71,AU,1684028009
474,rio preto da eva,-2.6994,-59.6997,296.97,95,94,0.82,BR,1684028009
475,kununurra,-15.7667,128.7333,301.14,36,10,3.6,AU,1684028010
476,sao felix do xingu,-6.6447,-51.995,297.31,83,55,0.62,BR,1684028011
477,petrila,45.45,23.4167,279.14,86,100,1.97,RO,1684028012
478,punta gorda,26.9298,-82.0454,301.49,78,75,4.92,US,1684028012
479,kruisfontein,-34.0033,24.7314,286.97,93,100,6.97,ZA,1684028013
480,mesyagutovo,55.5303,58.2528,281.07,76,100,2.39,RU,1684028013
481,qamdo,31.1667,97.2333,277.12,19,18,1.21,CN,1684028013
482,bokakhat,26.6333,93.6,300.65,44,100,3.57,IN,1684028014
483,san juan de miraflores,-12.1629,-76.9635,296.02,81,5,3.15,PE,1684028015
484,nikolayevsk-on-amure,53.1406,140.73,293.17,46,63,1.61,RU,1684028015
485,zambezi,-13.5432,23.1047,287.66,60,94,1.57,ZM,1684028015
486,la'ie,21.6477,-157.9253,301.13,66,33,2.24,US,1684028016
487,bulungu,-4.55,18.6,295.64,93,99,1.16,CD,1684028016
488,inverell,-29.7833,151.1167,295.74,52,0,1.79,AU,1684028017
489,lata,40.1629,-8.3327,288.6,88,0,1.18,PT,1684028017
490,antsiranana,-12.2787,49.2917,295.87,88,19,3.57,MG,1684028018
491,arkhangel'sk,64.5401,40.5433,276.11,82,7,1.4,RU,1684028018
492,kimbe,-5.5502,150.1429,303.26,71,51,2.52,PG,1684028018
493,la gi,10.6667,107.7833,303.81,65,61,3.01,VN,1684028019
494,buala,-8.145,159.5921,302.33,77,72,2.31,SB,1684028019
495,bardsir,29.9227,56.5743,292.44,19,17,2.55,IR,1684028020
496,charlottetown,46.2352,-63.1267,282.47,68,100,3.09,CA,1684028020
497,sao vicente,-23.9631,-46.3919,293.25,26,10,1.8,BR,1684028020
498,witbank,-25.8713,29.2332,285.08,77,6,1.49,ZA,1684028021
499,medicine hat,50.0501,-110.6683,295.39,28,20,5.66,CA,1684028009
500,klyuchi,52.2667,79.1667,285.29,47,100,4.51,RU,1684028021
501,port alfred,-33.5906,26.891,289.92,89,100,2.24,ZA,1684028022
502,coromandel,-18.4733,-47.2003,286.81,71,0,1.76,BR,1684028022
503,cambria,35.5641,-121.0808,308.56,76,4,2.97,US,1684027932
504,famagusta,35.125,33.95,292.15,96,0,0.61,CY,1684027805
505,kresek,-6.1314,106.3797,303.4,74,96,1.03,ID,1684028023
506,shafter,35.5005,-119.2718,306.59,32,0,3.14,US,1684027942
507,capitao poco,-1.7464,-47.0594,296.27,98,92,1.81,BR,1684028024
508,comodoro rivadavia,-45.8667,-67.5,290.07,51,0,2.06,AR,1684027840
509,asahikawa,43.7678,142.3703,292.71,34,0,3.6,JP,1684027737
510,nemuro,43.3236,145.575,282.24,94,68,7.12,JP,1684028025
511,bondo,3.8146,23.6866,293.4,91,98,0.53,CD,1684028026
512,kyzyl-suu,42.3414,78.0056,286.03,59,52,0.93,KG,1684028026
513,ishimbay,53.4545,56.0415,280.71,78,7,1.1,RU,1684028027
514,port moresby,-9.4431,147.1797,304.83,66,40,2.57,PG,1684027926
515,eyl,7.9803,49.8164,300.53,82,21,5.98,SO,1684028027
516,agua branca,-5.8922,-42.6361,296.76,92,97,1.35,BR,1684028028
517,palikir - national government center,6.9248,158.1611,304.56,70,100,3.6,FM,1684028028
518,kayangel,8.0823,134.7173,302.03,68,29,3.65,PW,1684028029
519,port arthur,38.8,121.2667,287.27,79,6,6.12,CN,1684028030
520,al qusiyah,27.4402,30.8184,292.48,48,55,7.03,EG,1684028030
521,mejit,10.2753,170.8646,300.89,80,7,7.91,MH,1684028030
522,kochubey,44.3861,46.5825,286.17,75,100,1.4,RU,1684028031
523,hammerfest,70.6634,23.6821,279.4,93,100,9.26,NO,1684028031
524,harper,4.375,-7.7169,299.62,86,100,1.84,LR,1684028032
525,loen,7.7601,168.2307,301.26,82,100,8.15,MH,1684028032
526,buchanan,5.8808,-10.0467,300.05,86,96,2.46,LR,1684028033
527,oeiras do para,-2.0031,-49.8544,297.08,97,100,1.14,BR,1684028033
528,jayapura,-2.5333,140.7,304.81,75,19,1.29,ID,1684028034
529,bori,4.6737,7.362,299.64,83,99,2.06,NG,1684028034
530,moree,-29.4667,149.85,295.02,33,6,2.14,AU,1684028034
531,ilebo,-4.3167,20.5833,294.85,98,97,0.49,CD,1684028035
532,akureyri,65.6835,-18.0878,279.11,87,100,4.63,IS,1684028036
533,san carlos de bariloche,-41.1456,-71.3082,284.01,76,40,7.72,AR,1684027763
534,babayevo,59.3936,35.9371,278.43,79,37,1.68,RU,1684028036
535,axim,4.8699,-2.2405,300.07,87,100,3.35,GH,1684028037
536,xilin hot,43.9667,116.0333,294.29,25,100,6.42,CN,1684028037
537,luena,-11.7833,19.9167,286.71,67,12,0.98,AO,1684028038
538,yuxi,24.355,102.5422,287.28,90,100,1.66,CN,1684028038
539,north madison,38.7678,-85.3966,295.55,92,40,0.0,US,1684028039
540,tidjikja,18.5564,-11.4271,305.8,14,43,4.84,MR,1684028039
541,wucheng,29.6008,118.175,298.27,56,100,0.77,CN,1684028039
542,edd,13.9297,41.6925,303.67,72,3,1.25,ER,1684028040
543,tazovsky,67.4667,78.7,265.2,91,100,8.21,RU,1684028040
544,hobyo,5.3505,48.5268,300.17,85,8,8.84,SO,1684028040
545,yacuiba,-22.038,-63.6797,289.5,73,0,1.98,BO,1684028041
546,ayutinskiy,47.77,40.14,277.94,64,89,2.77,RU,1684028041
547,kabompo,-13.5927,24.2008,286.84,65,100,1.1,ZM,1684028042
548,cidreira,-30.1811,-50.2056,287.91,77,28,2.96,BR,1684027745
549,boguchany,58.3814,97.4531,275.02,42,19,3.64,RU,1684028043
550,almirante tamandare,-25.3247,-49.31,284.36,99,100,5.14,BR,1684028043
551,tabou,4.423,-7.3528,299.6,86,88,1.74,CI,1684028044
552,ettenheim,48.25,7.8167,285.27,85,20,1.54,DE,1684028044
553,letterkenny,54.95,-7.7333,283.85,91,100,2.28,IE,1684028045
554,yichang,30.7144,111.2847,299.6,49,100,1.73,CN,1684028045
555,lompoc,34.6391,-120.4579,299.23,87,100,3.09,US,1684028046
556,el idrissia,34.4454,2.5275,282.0,89,92,7.04,DZ,1684028046
557,mancio lima,-7.6142,-72.8958,295.65,97,45,0.17,BR,1684028047
558,phek,25.6667,94.5,285.49,96,100,1.42,IN,1684028047
559,saint-pierre,-21.3393,55.4781,296.97,60,0,2.06,RE,1684027841
560,port-vila,-17.7338,168.3219,298.93,83,100,7.72,VU,1684028048
561,whakatane,-37.9585,176.9854,290.86,69,22,1.34,NZ,1684028049
562,red bluff,40.1785,-122.2358,309.53,17,0,5.14,US,1684027851
563,lamu,-2.2717,40.902,299.27,86,90,4.2,KE,1684028051
564,la paz,-16.5,-68.15,281.14,65,40,0.0,BO,1684027805
565,palu,-0.8917,119.8707,304.19,66,66,1.21,ID,1684028051
566,zvishavane,-20.3267,30.0665,290.03,66,100,1.55,ZW,1684028052
567,virpur,23.1833,73.4833,303.31,52,0,4.85,IN,1684028054
568,itabira,-19.6192,-43.2269,287.8,99,41,0.87,BR,1684028054
569,longgang,37.6508,120.3286,294.21,44,2,3.1,CN,1684028055
570,imzouren,35.1463,-3.8497,288.75,67,0,1.54,MA,1684028055
571,treasure island,27.7692,-82.769,299.82,74,20,5.66,US,1684028056
572,flagstaff,35.1981,-111.6513,290.66,33,20,0.0,US,1684028057
573,iisalmi,63.5592,27.1907,281.67,83,17,1.04,FI,1684028057
574,juneau,58.3019,-134.4197,286.15,91,75,2.06,US,1684027946
575,baicoi,45.0333,25.85,282.38,69,100,2.56,RO,1684028058
576,veraval,20.9,70.3667,301.56,81,0,4.97,IN,1684028059
577,korba,22.35,82.6833,305.34,20,67,1.18,IN,1684028059
578,gawan,28.4333,78.35,305.51,14,1,3.38,IN,1684028060
579,porto barra do ivinheima,-22.9667,-53.6667,286.45,86,0,1.1,BR,1684028060
580,barstow heights,34.8697,-117.0562,304.88,10,0,2.73,US,1684028061
581,nakhon sawan,15.7,100.0833,305.27,52,87,5.19,TH,1684028061
582,san justo,-30.7891,-60.5919,291.45,58,5,2.86,AR,1684028062
583,rio pardo de minas,-15.6097,-42.5397,291.48,91,80,0.83,BR,1684028062
584,palapag,12.5458,125.1147,303.56,64,61,1.88,PH,1684028063
585,kankaanpaa,61.8,22.4167,278.57,70,8,0.86,FI,1684028064
586,asha,54.9973,57.2722,279.36,89,57,1.79,RU,1684028064
